"MHDM"	"MSVT"	"HPVT"	"LVT"	"GC"
"CC.21450"	"V29999"	"10"	""	""
"CC.21450"	"N02407"	"5,96"	""	""
"CC.21450"	"M201.0004"	"0,59"	""	""
"CC.21450"	"M9999"	"2"	""	""
"CC.21510"	"V20225"	"0,036"	""	""
"CC.21510"	"V20060"	"0,019"	""	""
"CC.21510"	"V20133"	"0,0059"	""	""
"CC.21510"	"V20247"	"0,03"	""	""
"CC.21510"	"V20134"	"0,01"	""	""
"CC.21510"	"V20259"	"0,04"	""	""
"CC.21510"	"V20260"	"0,002"	""	""
"CC.21510"	"V20193"	"0,4"	""	""
"CC.21510"	"V20166"	"0,0035"	""	""
"CC.21510"	"V29999"	"10"	""	""
"CC.21510"	"N02407"	"2,17"	""	""
"CC.21510"	"M201.0004"	"0,12"	""	""
"CC.21510"	"M9999"	"2"	""	""
"CC.21520"	"V20225"	"0,092"	""	""
"CC.21520"	"V20060"	"0,039"	""	""
"CC.21520"	"V20133"	"0,0131"	""	""
"CC.21520"	"V20247"	"0,03"	""	""
"CC.21520"	"V20134"	"0,01"	""	""
"CC.21520"	"V20259"	"0,04"	""	""
"CC.21520"	"V20260"	"0,002"	""	""
"CC.21520"	"V20193"	"0,4"	""	""
"CC.21520"	"V20166"	"0,0035"	""	""
"CC.21520"	"V29999"	"10"	""	""
"CC.21520"	"N02407"	"3,26"	""	""
"CC.21520"	"M201.0004"	"0,28"	""	""
"CC.21520"	"M9999"	"2"	""	""
"CC.21530"	"V20225"	"0,196"	""	""
"CC.21530"	"V20060"	"0,048"	""	""
"CC.21530"	"V20133"	"0,017"	""	""
"CC.21530"	"V20247"	"0,02"	""	""
"CC.21530"	"V20134"	"0,007"	""	""
"CC.21530"	"V20259"	"0,04"	""	""
"CC.21530"	"V20260"	"0,002"	""	""
"CC.21530"	"V20193"	"0,4"	""	""
"CC.21530"	"V20166"	"0,0035"	""	""
"CC.21530"	"V29999"	"10"	""	""
"CC.21530"	"N02407"	"4,67"	""	""
"CC.21530"	"M201.0004"	"0,48"	""	""
"CC.21530"	"M9999"	"2"	""	""
"CC.21540"	"V20226"	"0,045"	""	""
"CC.21540"	"V20040"	"0,015"	""	""
"CC.21540"	"V20060"	"0,053"	""	""
"CC.21540"	"V20133"	"0,018"	""	""
"CC.21540"	"V20247"	"0,02"	""	""
"CC.21540"	"V20134"	"0,007"	""	""
"CC.21540"	"V20259"	"0,04"	""	""
"CC.21540"	"V20260"	"0,002"	""	""
"CC.21540"	"V20193"	"0,5"	""	""
"CC.21540"	"V20166"	"0,0035"	""	""
"CC.21540"	"V29999"	"10"	""	""
"CC.21540"	"N02407"	"4,58"	""	""
"CC.21540"	"M201.0004"	"0,43"	""	""
"CC.21540"	"M9999"	"2"	""	""
"CC.21550"	"V20226"	"0,072"	""	""
"CC.21550"	"V20040"	"0,024"	""	""
"CC.21550"	"V20060"	"0,06"	""	""
"CC.21550"	"V20133"	"0,02"	""	""
"CC.21550"	"V20247"	"0,02"	""	""
"CC.21550"	"V20134"	"0,007"	""	""
"CC.21550"	"V20259"	"0,04"	""	""
"CC.21550"	"V20260"	"0,002"	""	""
"CC.21550"	"V20193"	"0,5"	""	""
"CC.21550"	"V20166"	"0,0035"	""	""
"CC.21550"	"V29999"	"10"	""	""
"CC.21550"	"N02407"	"6,21"	""	""
"CC.21550"	"M201.0004"	"0,65"	""	""
"CC.21550"	"M9999"	"2"	""	""
"CC.21610"	"V20264"	"0,04"	""	""
"CC.21610"	"V29999"	"10"	""	""
"CC.21610"	"N02407"	"0,7"	""	""
"CC.21610"	"M112.0205ks"	"0,11"	""	""
"CC.21620"	"V20264"	"0,04"	""	""
"CC.21620"	"V29999"	"10"	""	""
"CC.21620"	"N02407"	"0,95"	""	""
"CC.21620"	"M112.0205ks"	"0,22"	""	""
"CC.21630"	"V20264"	"0,04"	""	""
"CC.21630"	"V29999"	"10"	""	""
"CC.21630"	"N02407"	"1,23"	""	""
"CC.21630"	"M112.0205ks"	"0,36"	""	""
"CC.21640"	"V20264"	"0,04"	""	""
"CC.21640"	"V29999"	"10"	""	""
"CC.21640"	"N02407"	"1,3"	""	""
"CC.21640"	"M112.0205ks"	"0,41"	""	""
"CC.21650"	"V20264"	"0,04"	""	""
"CC.21650"	"V29999"	"10"	""	""
"CC.21650"	"N02407"	"1,68"	""	""
"CC.21650"	"M112.0205ks"	"0,49"	""	""
"CC.21710"	"V20264"	"0,04"	""	""
"CC.21710"	"V29999"	"10"	""	""
"CC.21710"	"N02407"	"0,71"	""	""
"CC.21710"	"M112.0205ks"	"0,12"	""	""
"CC.21720"	"V20264"	"0,04"	""	""
"CC.21720"	"V29999"	"10"	""	""
"CC.21720"	"N02407"	"0,96"	""	""
"CC.21720"	"M112.0205ks"	"0,23"	""	""
"CC.21730"	"V20264"	"0,04"	""	""
"CC.21730"	"V29999"	"10"	""	""
"CC.21730"	"N02407"	"1,24"	""	""
"CC.21730"	"M112.0205ks"	"0,39"	""	""
"CC.21740"	"V20264"	"0,04"	""	""
"CC.21740"	"V29999"	"10"	""	""
"CC.21740"	"N02407"	"1,3"	""	""
"CC.21740"	"M112.0205ks"	"0,44"	""	""
"CC.21750"	"V20264"	"0,04"	""	""
"CC.21750"	"V29999"	"10"	""	""
"CC.21750"	"N02407"	"1,7"	""	""
"CC.21750"	"M112.0205ks"	"0,53"	""	""
"CC.21810"	"V20264"	"0,04"	""	""
"CC.21810"	"V29999"	"10"	""	""
"CC.21810"	"N02407"	"0,77"	""	""
"CC.21810"	"M112.0205ks"	"0,13"	""	""
"CC.21820"	"V20264"	"0,04"	""	""
"CC.21820"	"V29999"	"10"	""	""
"CC.21820"	"N02407"	"1,05"	""	""
"CC.21820"	"M112.0205ks"	"0,29"	""	""
"CC.21830"	"V20264"	"0,04"	""	""
"CC.21830"	"V29999"	"10"	""	""
"CC.21830"	"N02407"	"1,4"	""	""
"CC.21830"	"M112.0205ks"	"0,48"	""	""
"CC.21840"	"V20264"	"0,04"	""	""
"CC.21840"	"V29999"	"10"	""	""
"CC.21840"	"N02407"	"1,42"	""	""
"CC.21840"	"M112.0205ks"	"0,54"	""	""
"CC.21850"	"V20264"	"0,04"	""	""
"CC.21850"	"V29999"	"10"	""	""
"CC.21850"	"N02407"	"1,72"	""	""
"CC.21850"	"M112.0205ks"	"0,65"	""	""
"CC.21910"	"V20264"	"0,04"	""	""
"CC.21910"	"V29999"	"10"	""	""
"CC.21910"	"N02407"	"0,79"	""	""
"CC.21910"	"M112.0205ks"	"0,14"	""	""
"CC.21920"	"V20264"	"0,04"	""	""
"CC.21920"	"V29999"	"10"	""	""
"CC.21920"	"N02407"	"1,1"	""	""
"CC.21920"	"M112.0205ks"	"0,33"	""	""
"CC.21930"	"V20264"	"0,04"	""	""
"CC.21930"	"V29999"	"10"	""	""
"CC.21930"	"N02407"	"1,43"	""	""
"CC.21930"	"M112.0205ks"	"0,53"	""	""
"CC.21940"	"V20264"	"0,04"	""	""
"CC.21940"	"V29999"	"10"	""	""
"CC.21940"	"N02407"	"1,5"	""	""
"CC.21940"	"M112.0205ks"	"0,6"	""	""
"CC.21950"	"V20264"	"0,04"	""	""
"CC.21950"	"V29999"	"10"	""	""
"CC.21950"	"N02407"	"2"	""	""
"CC.21950"	"M112.0205ks"	"0,72"	""	""
"CC.22010"	"V20264"	"0,04"	""	""
"CC.22010"	"V29999"	"10"	""	""
"CC.22010"	"N02407"	"0,81"	""	""
"CC.22010"	"M112.0205ks"	"0,16"	""	""
"CC.22020"	"V20264"	"0,04"	""	""
"CC.22020"	"V29999"	"10"	""	""
"CC.22020"	"N02407"	"1,13"	""	""
"CC.22020"	"M112.0205ks"	"0,37"	""	""
"CC.22030"	"V20264"	"0,04"	""	""
"CC.22030"	"V29999"	"10"	""	""
"CC.22030"	"N02407"	"1,46"	""	""
"CC.22030"	"M112.0205ks"	"0,59"	""	""
"CC.22040"	"V20264"	"0,04"	""	""
"CC.22040"	"V29999"	"10"	""	""
"CC.22040"	"N02407"	"1,54"	""	""
"CC.22040"	"M112.0205ks"	"0,67"	""	""
"CC.22050"	"V20264"	"0,04"	""	""
"CC.22050"	"V29999"	"10"	""	""
"CC.22050"	"N02407"	"2,05"	""	""
"CC.22050"	"M112.0205ks"	"0,81"	""	""
"CC.31110"	"V20225"	"0,07"	""	""
"CC.31110"	"V20060"	"0,018"	""	""
"CC.31110"	"V20133"	"0,006"	""	""
"CC.31110"	"V20247"	"0,06"	""	""
"CC.31110"	"V20134"	"0,02"	""	""
"CC.31110"	"V20259"	"0,04"	""	""
"CC.31110"	"V20260"	"0,002"	""	""
"CC.31110"	"V20193"	"0,4"	""	""
"CC.31110"	"V20166"	"0,0035"	""	""
"CC.31110"	"V29999"	"10"	""	""
"CC.31110"	"N02407"	"2,61"	""	""
"CC.31110"	"M201.0002"	"0,1"	""	""
"CC.31110"	"M9999"	"2"	""	""
"CC.31120"	"V20225"	"0,164"	""	""
"CC.31120"	"V20060"	"0,036"	""	""
"CC.31120"	"V20133"	"0,012"	""	""
"CC.31120"	"V20247"	"0,06"	""	""
"CC.31120"	"V20134"	"0,02"	""	""
"CC.31120"	"V20259"	"0,04"	""	""
"CC.31120"	"V20260"	"0,002"	""	""
"CC.31120"	"V20193"	"0,4"	""	""
"CC.31120"	"V20166"	"0,0035"	""	""
"CC.31120"	"V29999"	"10"	""	""
"CC.31120"	"N02407"	"3,71"	""	""
"CC.31120"	"M201.0002"	"0,24"	""	""
"CC.31120"	"M9999"	"2"	""	""
"CC.31130"	"V20225"	"0,35"	""	""
"CC.31130"	"V20060"	"0,048"	""	""
"CC.31130"	"V20133"	"0,017"	""	""
"CC.31130"	"V20247"	"0,05"	""	""
"CC.31130"	"V20134"	"0,017"	""	""
"CC.31130"	"V20259"	"0,04"	""	""
"CC.31130"	"V20260"	"0,002"	""	""
"CC.31130"	"V20193"	"0,4"	""	""
"CC.31130"	"V20166"	"0,0035"	""	""
"CC.31130"	"V29999"	"10"	""	""
"CC.31130"	"N02407"	"5,19"	""	""
"CC.31130"	"M201.0002"	"0,39"	""	""
"CC.31130"	"M9999"	"2"	""	""
"CC.31140"	"V20226"	"0,05"	""	""
"CC.31140"	"V20040"	"0,015"	""	""
"CC.31140"	"V20060"	"0,054"	""	""
"CC.31140"	"V20133"	"0,018"	""	""
"CC.31140"	"V20247"	"0,05"	""	""
"CC.31140"	"V20134"	"0,017"	""	""
"CC.31140"	"V20259"	"0,04"	""	""
"CC.31140"	"V20260"	"0,002"	""	""
"CC.31140"	"V20193"	"0,5"	""	""
"CC.31140"	"V20166"	"0,0035"	""	""
"CC.31140"	"V29999"	"10"	""	""
"CC.31140"	"N02407"	"5,12"	""	""
"CC.31140"	"M201.0002"	"0,36"	""	""
"CC.31140"	"M9999"	"2"	""	""
"CC.31150"	"V20226"	"0,08"	""	""
"CC.31150"	"V20040"	"0,024"	""	""
"CC.31150"	"V20060"	"0,06"	""	""
"CC.31150"	"V20133"	"0,019"	""	""
"CC.31150"	"V20247"	"0,05"	""	""
"CC.31150"	"V20134"	"0,017"	""	""
"CC.31150"	"V20259"	"0,04"	""	""
"CC.31150"	"V20260"	"0,002"	""	""
"CC.31150"	"V20193"	"0,5"	""	""
"CC.31150"	"V20166"	"0,0035"	""	""
"CC.31150"	"V29999"	"10"	""	""
"CC.31150"	"N02407"	"6,77"	""	""
"CC.31150"	"M201.0002"	"0,56"	""	""
"CC.31150"	"M9999"	"2"	""	""
"CC.31210"	"V20225"	"0,063"	""	""
"CC.31210"	"V20060"	"0,019"	""	""
"CC.31210"	"V20133"	"0,0063"	""	""
"CC.31210"	"V20247"	"0,06"	""	""
"CC.31210"	"V20134"	"0,02"	""	""
"CC.31210"	"V20259"	"0,04"	""	""
"CC.31210"	"V20260"	"0,002"	""	""
"CC.31210"	"V20193"	"0,4"	""	""
"CC.31210"	"V20166"	"0,0035"	""	""
"CC.31210"	"V29999"	"10"	""	""
"CC.31210"	"N02407"	"2,73"	""	""
"CC.31210"	"M201.0002"	"0,11"	""	""
"CC.31210"	"M9999"	"2"	""	""
"CC.31220"	"V20225"	"0,148"	""	""
"CC.31220"	"V20060"	"0,038"	""	""
"CC.31220"	"V20133"	"0,0126"	""	""
"CC.31220"	"V20247"	"0,06"	""	""
"CC.31220"	"V20134"	"0,02"	""	""
"CC.31220"	"V20259"	"0,04"	""	""
"CC.31220"	"V20260"	"0,002"	""	""
"CC.31220"	"V20193"	"0,4"	""	""
"CC.31220"	"V20166"	"0,0035"	""	""
"CC.31220"	"V29999"	"10"	""	""
"CC.31220"	"N02407"	"3,9"	""	""
"CC.31220"	"M201.0002"	"0,25"	""	""
"CC.31220"	"M9999"	"2"	""	""
"CC.31230"	"V20225"	"0,315"	""	""
"CC.31230"	"V20060"	"0,05"	""	""
"CC.31230"	"V20133"	"0,017"	""	""
"CC.31230"	"V20247"	"0,05"	""	""
"CC.31230"	"V20134"	"0,017"	""	""
"CC.31230"	"V20259"	"0,04"	""	""
"CC.31230"	"V20260"	"0,002"	""	""
"CC.31230"	"V20193"	"0,4"	""	""
"CC.31230"	"V20166"	"0,0035"	""	""
"CC.31230"	"V29999"	"10"	""	""
"CC.31230"	"N02407"	"5,48"	""	""
"CC.31230"	"M201.0002"	"0,43"	""	""
"CC.31230"	"M9999"	"2"	""	""
"CC.31240"	"V20226"	"0,047"	""	""
"CC.31240"	"V20040"	"0,015"	""	""
"CC.31240"	"V20060"	"0,057"	""	""
"CC.31240"	"V20133"	"0,019"	""	""
"CC.31240"	"V20247"	"0,05"	""	""
"CC.31240"	"V20134"	"0,017"	""	""
"CC.31240"	"V20259"	"0,04"	""	""
"CC.31240"	"V20260"	"0,002"	""	""
"CC.31240"	"V20193"	"0,5"	""	""
"CC.31240"	"V20166"	"0,0035"	""	""
"CC.31240"	"V29999"	"10"	""	""
"CC.31240"	"N02407"	"5,38"	""	""
"CC.31240"	"M201.0002"	"0,41"	""	""
"CC.31240"	"M9999"	"2"	""	""
"CC.31250"	"V20226"	"0,076"	""	""
"CC.31250"	"V20040"	"0,024"	""	""
"CC.31250"	"V20060"	"0,063"	""	""
"CC.31250"	"V20133"	"0,02"	""	""
"CC.31250"	"V20247"	"0,05"	""	""
"CC.31250"	"V20134"	"0,017"	""	""
"CC.31250"	"V20259"	"0,04"	""	""
"CC.31250"	"V20260"	"0,002"	""	""
"CC.31250"	"V20193"	"0,5"	""	""
"CC.31250"	"V20166"	"0,0035"	""	""
"CC.31250"	"V29999"	"10"	""	""
"CC.31250"	"N02407"	"7,29"	""	""
"CC.31250"	"M201.0002"	"0,62"	""	""
"CC.31250"	"M9999"	"2"	""	""
"CC.31310"	"V20225"	"0,056"	""	""
"CC.31310"	"V20060"	"0,02"	""	""
"CC.31310"	"V20133"	"0,0066"	""	""
"CC.31310"	"V20247"	"0,06"	""	""
"CC.31310"	"V20134"	"0,02"	""	""
"CC.31310"	"V20259"	"0,04"	""	""
"CC.31310"	"V20260"	"0,002"	""	""
"CC.31310"	"V20193"	"0,4"	""	""
"CC.31310"	"V20166"	"0,0035"	""	""
"CC.31310"	"V29999"	"10"	""	""
"CC.31310"	"N02407"	"2,9"	""	""
"CC.31310"	"M201.0002"	"0,12"	""	""
"CC.31310"	"M9999"	"2"	""	""
"CC.31320"	"V20225"	"0,131"	""	""
"CC.31320"	"V20060"	"0,04"	""	""
"CC.31320"	"V20133"	"0,0132"	""	""
"CC.31320"	"V20247"	"0,06"	""	""
"CC.31320"	"V20134"	"0,02"	""	""
"CC.31320"	"V20259"	"0,04"	""	""
"CC.31320"	"V20260"	"0,002"	""	""
"CC.31320"	"V20193"	"0,4"	""	""
"CC.31320"	"V20166"	"0,0035"	""	""
"CC.31320"	"V29999"	"10"	""	""
"CC.31320"	"N02407"	"4,14"	""	""
"CC.31320"	"M201.0002"	"0,29"	""	""
"CC.31320"	"M9999"	"2"	""	""
"CC.31330"	"V20225"	"0,28"	""	""
"CC.31330"	"V20060"	"0,053"	""	""
"CC.31330"	"V20133"	"0,019"	""	""
"CC.31330"	"V20247"	"0,05"	""	""
