"MHDM"	"MSVT"	"HPVT"	"LVT"	"GC"
"CK.22120"	"N28408"	"4,14"	""	""
"CK.22120"	"N04407"	"11,28"	""	""
"CK.22120"	"M201.0022"	"1,32"	""	""
"CK.22120"	"M201.0020"	"0,17"	""	""
"CK.22120"	"M9999"	"10"	""	""
"CK.22210"	"V20066"	"5"	""	""
"CK.22210"	"V20296"	"0,8"	""	""
"CK.22210"	"V29999"	"15"	""	""
"CK.22210"	"N28408"	"3,05"	""	""
"CK.22210"	"N04407"	"8,05"	""	""
"CK.22210"	"M201.0022"	"0,92"	""	""
"CK.22210"	"M201.0020"	"0,16"	""	""
"CK.22210"	"M9999"	"10"	""	""
"CK.22220"	"V20066"	"5"	""	""
"CK.22220"	"V20296"	"0,8"	""	""
"CK.22220"	"V29999"	"15"	""	""
"CK.22220"	"N28408"	"3,7"	""	""
"CK.22220"	"N04407"	"9,74"	""	""
"CK.22220"	"M201.0022"	"1,1"	""	""
"CK.22220"	"M201.0020"	"0,17"	""	""
"CK.22220"	"M9999"	"10"	""	""
"CK.31110"	"V20066"	"4"	""	""
"CK.31110"	"V20296"	"2,2"	""	""
"CK.31110"	"V29999"	"10"	""	""
"CK.31110"	"N28408"	"3,82"	""	""
"CK.31110"	"N04407"	"9,46"	""	""
"CK.31110"	"M201.0021"	"0,67"	""	""
"CK.31110"	"M201.0020"	"0,08"	""	""
"CK.31110"	"M9999"	"10"	""	""
"CK.31120"	"V20066"	"4"	""	""
"CK.31120"	"V20296"	"2,2"	""	""
"CK.31120"	"V29999"	"10"	""	""
"CK.31120"	"N28408"	"5,16"	""	""
"CK.31120"	"N04407"	"12,89"	""	""
"CK.31120"	"M201.0021"	"0,99"	""	""
"CK.31120"	"M201.0020"	"0,09"	""	""
"CK.31120"	"M9999"	"10"	""	""
"CK.31130"	"V20066"	"6"	""	""
"CK.31130"	"V20296"	"2,5"	""	""
"CK.31130"	"V29999"	"10"	""	""
"CK.31130"	"N28408"	"6,97"	""	""
"CK.31130"	"N04407"	"17,72"	""	""
"CK.31130"	"M201.0021"	"1,58"	""	""
"CK.31130"	"M201.0020"	"0,1"	""	""
"CK.31130"	"M9999"	"10"	""	""
"CK.31140"	"V20066"	"6"	""	""
"CK.31140"	"V20296"	"2,5"	""	""
"CK.31140"	"V29999"	"10"	""	""
"CK.31140"	"N28408"	"9,44"	""	""
"CK.31140"	"N04407"	"23,68"	""	""
"CK.31140"	"M201.0021"	"1,94"	""	""
"CK.31140"	"M201.0020"	"0,11"	""	""
"CK.31140"	"M9999"	"10"	""	""
"CK.31150"	"V20066"	"8"	""	""
"CK.31150"	"V20296"	"2,8"	""	""
"CK.31150"	"V29999"	"10"	""	""
"CK.31150"	"N28408"	"13,16"	""	""
"CK.31150"	"N04407"	"33,19"	""	""
"CK.31150"	"M201.0021"	"2,86"	""	""
"CK.31150"	"M201.0020"	"0,13"	""	""
"CK.31150"	"M9999"	"10"	""	""
"CK.31210"	"V20066"	"4"	""	""
"CK.31210"	"V20296"	"2,2"	""	""
"CI.11130"	"V20176"	"0,16"	""	""
"CI.11130"	"V20137"	"0,0032"	""	""
"CI.11130"	"V29999"	"5"	""	""
"CI.11130"	"N28408"	"6,8"	""	""
"CI.11130"	"M202.0161"	"0,1"	""	""
"CI.11130"	"M202.0163"	"0,035"	""	""
"CI.11130"	"M202.0162"	"0,15"	""	""
"CI.11130"	"M9999"	"2"	""	""
"CI.11140"	"V20176"	"0,16"	""	""
"CI.11140"	"V20137"	"0,0032"	""	""
"CI.11140"	"V29999"	"5"	""	""
"CI.11140"	"N28408"	"7,5"	""	""
"CI.11140"	"M202.0161"	"0,1"	""	""
"CI.11140"	"M202.0163"	"0,04"	""	""
"CI.11140"	"M202.0162"	"0,15"	""	""
"CI.11140"	"M9999"	"2"	""	""
"CI.11210"	"V20176"	"0,16"	""	""
"CI.11210"	"V20137"	"0,0032"	""	""
"CI.11210"	"V29999"	"5"	""	""
"CI.11210"	"N28408"	"5,8"	""	""
"CI.11210"	"M202.0161"	"0,1"	""	""
"CI.11210"	"M202.0163"	"0,02"	""	""
"CI.11210"	"M202.0162"	"0,15"	""	""
"CI.11210"	"M9999"	"2"	""	""
"CI.11220"	"V20176"	"0,16"	""	""
"CI.11220"	"V20137"	"0,0032"	""	""
"CI.11220"	"V29999"	"5"	""	""
"CI.11220"	"N28408"	"6,4"	""	""
"CI.11220"	"M202.0161"	"0,1"	""	""
"CI.11220"	"M202.0163"	"0,025"	""	""
"CI.11220"	"M202.0162"	"0,15"	""	""
"CI.11220"	"M9999"	"2"	""	""
"CI.11230"	"V20176"	"0,16"	""	""
"CI.11230"	"V20137"	"0,0032"	""	""
"CI.11230"	"V29999"	"5"	""	""
"CI.11230"	"N28408"	"7,2"	""	""
"CI.11230"	"M202.0161"	"0,1"	""	""
"CI.11230"	"M202.0163"	"0,03"	""	""
"CI.11230"	"M202.0162"	"0,15"	""	""
"CI.11230"	"M9999"	"2"	""	""
"CI.11240"	"V20176"	"0,16"	""	""
"CI.11240"	"V20137"	"0,0032"	""	""
"CI.11240"	"V29999"	"5"	""	""
"CI.11240"	"N28408"	"7,8"	""	""
"CI.11240"	"M202.0161"	"0,1"	""	""
"CI.11240"	"M202.0163"	"0,035"	""	""
"CI.11240"	"M202.0162"	"0,15"	""	""
"CI.11240"	"M9999"	"2"	""	""
"CI.11310"	"V20176"	"0,04"	""	""
"CI.11310"	"V20137"	"0,0016"	""	""
"CI.11310"	"V29999"	"5"	""	""
"CI.11310"	"N28408"	"1"	""	""
"CI.11310"	"M202.0161"	"0,025"	""	""
"CI.11310"	"M202.0163"	"0,0125"	""	""
"CI.11310"	"M202.0162"	"0,04"	""	""
"CI.11310"	"M9999"	"2"	""	""
"CI.11320"	"V20176"	"0,04"	""	""
"CI.11320"	"V20137"	"0,0016"	""	""
"CI.11320"	"V29999"	"5"	""	""
"CI.11320"	"N28408"	"1,4"	""	""
"CI.11320"	"M202.0161"	"0,025"	""	""
"CI.11320"	"M202.0163"	"0,015"	""	""
"CI.11320"	"M202.0162"	"0,04"	""	""
"CI.11320"	"M9999"	"2"	""	""
"CI.11330"	"V20176"	"0,04"	""	""
"CI.11330"	"V20137"	"0,0016"	""	""
"CI.11330"	"V29999"	"5"	""	""
"CI.11330"	"N28408"	"1,6"	""	""
"CI.11330"	"M202.0161"	"0,025"	""	""
"CI.11330"	"M202.0163"	"0,017"	""	""
"CI.11330"	"M202.0162"	"0,04"	""	""
"CI.11330"	"M9999"	"2"	""	""
"CI.11340"	"V20176"	"0,04"	""	""
"CI.11610"	"V20137"	"0,0004"	""	""
"CI.11610"	"V29999"	"5"	""	""
"CI.11610"	"N28408"	"0,12"	""	""
"CI.11610"	"M202.0161"	"0,0015"	""	""
"CI.11610"	"M202.0163"	"0,002"	""	""
"CI.11610"	"M202.0162"	"0,003"	""	""
"CI.11610"	"M9999"	"2"	""	""
"CI.11620"	"V20176"	"0,0025"	""	""
"CI.11620"	"V20137"	"0,0004"	""	""
"CI.11620"	"V29999"	"5"	""	""
"CI.11620"	"N28408"	"0,14"	""	""
"CI.11620"	"M202.0161"	"0,0015"	""	""
"CI.11620"	"M202.0163"	"0,0025"	""	""
"CI.11620"	"M202.0162"	"0,003"	""	""
"CI.11620"	"M9999"	"2"	""	""
"CI.11630"	"V20176"	"0,0025"	""	""
"CI.11630"	"V20137"	"0,0004"	""	""
"CI.11630"	"V29999"	"5"	""	""
"CI.11630"	"N28408"	"0,16"	""	""
"CI.11630"	"M202.0161"	"0,0015"	""	""
"CI.11630"	"M202.0163"	"0,003"	""	""
"CI.11630"	"M202.0162"	"0,003"	""	""
"CI.11630"	"M9999"	"2"	""	""
"CI.11640"	"V20176"	"0,0025"	""	""
"CI.11640"	"V20137"	"0,0004"	""	""
"CI.11640"	"V29999"	"5"	""	""
"CI.11640"	"N28408"	"0,18"	""	""
"CI.11640"	"M202.0161"	"0,0015"	""	""
"CI.11640"	"M202.0163"	"0,0035"	""	""
"CI.11640"	"M202.0162"	"0,003"	""	""
"CI.11640"	"M9999"	"2"	""	""
"CI.11710"	"V20176"	"0,0025"	""	""
"CI.11710"	"V20137"	"0,0004"	""	""
"CI.11710"	"V29999"	"5"	""	""
"CI.11710"	"N28408"	"0,09"	""	""
"CI.11710"	"M202.0161"	"0,0015"	""	""
"CI.11710"	"M202.0163"	"0,0018"	""	""
"CI.11710"	"M202.0162"	"0,003"	""	""
"CI.11710"	"M9999"	"2"	""	""
"CI.11720"	"V20176"	"0,0025"	""	""
"CI.11720"	"V20137"	"0,0004"	""	""
"CI.11720"	"V29999"	"5"	""	""
"CI.11720"	"N28408"	"0,1"	""	""
"CI.11720"	"M202.0161"	"0,0015"	""	""
"CI.11720"	"M202.0163"	"0,0023"	""	""
"CI.11720"	"M202.0162"	"0,003"	""	""
"CI.11720"	"M9999"	"2"	""	""
"CI.11730"	"V20176"	"0,0025"	""	""
"CI.11730"	"V20137"	"0,0004"	""	""
"CI.11730"	"V29999"	"5"	""	""
"CI.11730"	"N28408"	"0,12"	""	""
"CI.11730"	"M202.0161"	"0,0015"	""	""
"CI.11730"	"M202.0163"	"0,0027"	""	""
"CI.11730"	"M202.0162"	"0,003"	""	""
"CI.11730"	"M9999"	"2"	""	""
"CI.11740"	"V20176"	"0,0025"	""	""
"CI.11740"	"V20137"	"0,0004"	""	""
"CI.11740"	"V29999"	"5"	""	""
"CI.11740"	"N28408"	"0,14"	""	""
"CI.11740"	"M202.0161"	"0,0015"	""	""
"CI.11740"	"M202.0163"	"0,0033"	""	""
"CI.11740"	"M202.0162"	"0,003"	""	""
"CI.11740"	"M9999"	"2"	""	""
"CI.11810"	"V20176"	"0,00625"	""	""
"CI.11810"	"V20137"	"0,002"	""	""
"CI.11810"	"V29999"	"5"	""	""
"CI.11810"	"N28408"	"0,6"	""	""
"CI.11810"	"M202.0161"	"0,0005"	""	""
"CI.11810"	"M202.0163"	"0,003"	""	""
"CI.11810"	"M202.0162"	"0,00125"	""	""
"CK.11220"	"V20066"	"6"	""	""
"CK.11220"	"V20296"	"2,2"	""	""
"CK.11220"	"V29999"	"15"	""	""
"CK.11220"	"N28408"	"3,76"	""	""
"CK.11220"	"N04407"	"10,15"	""	""
"CK.11220"	"M201.0021"	"1,19"	""	""
"CK.11220"	"M201.0020"	"0,11"	""	""
"CK.11220"	"M9999"	"10"	""	""
"CK.11230"	"V20066"	"8"	""	""
"CK.11230"	"V20296"	"2,5"	""	""
"CK.11230"	"V29999"	"15"	""	""
"CK.11230"	"N28408"	"5,09"	""	""
"CK.11230"	"N04407"	"14,05"	""	""
"CK.11230"	"M201.0021"	"1,86"	""	""
"CK.11230"	"M201.0020"	"0,12"	""	""
"CK.11230"	"M9999"	"10"	""	""
"CK.11240"	"V20066"	"8"	""	""
"CK.11240"	"V20296"	"2,5"	""	""
"CK.11240"	"V29999"	"15"	""	""
"CK.11240"	"N28408"	"6,88"	""	""
"CK.11240"	"N04407"	"18,62"	""	""
"CK.11240"	"M201.0021"	"2,28"	""	""
"CK.11240"	"M201.0020"	"0,13"	""	""
"CK.11240"	"M9999"	"10"	""	""
"CK.11250"	"V20066"	"10"	""	""
"CK.11250"	"V20296"	"2,8"	""	""
"CK.11250"	"V29999"	"15"	""	""
"CK.11250"	"N28408"	"9,58"	""	""
"CK.11250"	"N04407"	"25,98"	""	""
"CK.11250"	"M201.0021"	"3,25"	""	""
"CK.11250"	"M201.0020"	"0,14"	""	""
"CK.11250"	"M9999"	"10"	""	""
"CK.11260"	"V20066"	"10"	""	""
"CK.11260"	"V20296"	"2,8"	""	""
"CK.11260"	"V29999"	"15"	""	""
"CK.11260"	"N28408"	"13,49"	""	""
"CK.11260"	"N04407"	"36,81"	""	""
"CK.11260"	"M201.0021"	"4,75"	""	""
"CK.11260"	"M201.0020"	"0,18"	""	""
"CK.11260"	"M9999"	"10"	""	""
"CK.11310"	"V20066"	"2"	""	""
"CK.11310"	"V20296"	"0,6"	""	""
"CK.11310"	"V29999"	"15"	""	""
"CK.11310"	"N28408"	"1,04"	""	""
"CK.11310"	"N04407"	"2,8"	""	""
"CK.11310"	"M201.0021"	"0,33"	""	""
"CK.11310"	"M201.0020"	"0,03"	""	""
"CK.11310"	"M9999"	"10"	""	""
"CK.11320"	"V20066"	"2"	""	""
"CK.11320"	"V20296"	"0,6"	""	""
"CK.11320"	"V29999"	"15"	""	""
"CK.11320"	"N28408"	"1,39"	""	""
"CK.11320"	"N04407"	"4,03"	""	""
"CK.11320"	"M201.0021"	"0,63"	""	""
"CK.11320"	"M201.0020"	"0,04"	""	""
"CK.11320"	"M9999"	"10"	""	""
"CK.11330"	"V20066"	"3"	""	""
"CK.11330"	"V20296"	"0,7"	""	""
"CK.11330"	"V29999"	"15"	""	""
"CK.11330"	"N28408"	"1,87"	""	""
"CK.11330"	"N04407"	"5,63"	""	""
"CK.11330"	"M201.0021"	"0,99"	""	""
"CK.11330"	"M201.0020"	"0,05"	""	""
"CK.11330"	"M9999"	"10"	""	""
"CK.11340"	"V20066"	"3"	""	""
"CK.11340"	"V20296"	"0,7"	""	""
"CK.11340"	"V29999"	"15"	""	""
"CK.11340"	"N28408"	"2,52"	""	""
"CK.11340"	"N04407"	"7,71"	""	""
"CK.11340"	"M201.0021"	"1,44"	""	""
"CK.11340"	"M201.0020"	"0,05"	""	""
"CK.11340"	"M9999"	"10"	""	""
"CK.11350"	"V20066"	"4"	""	""
"CK.11350"	"V20296"	"0,8"	""	""
"CK.11350"	"V29999"	"15"	""	""
"CK.11530"	"M201.0021"	"29,28"	""	""
"CK.11530"	"M201.0020"	"2,88"	""	""
"CK.11530"	"M9999"	"10"	""	""
"CK.11540"	"V20066"	"40"	""	""
"CK.11540"	"V20296"	"20"	""	""
"CK.11540"	"V29999"	"15"	""	""
"CK.11540"	"N28408"	"83,9"	""	""
"CK.11540"	"N04407"	"255,8"	""	""
"CK.11540"	"M201.0021"	"45,24"	""	""
"CK.11540"	"M201.0020"	"3,6"	""	""
"CK.11540"	"M9999"	"10"	""	""
"CK.11550"	"V20066"	"50"	""	""
"CK.11550"	"V20296"	"30"	""	""
"CK.11550"	"V29999"	"15"	""	""
"CK.11550"	"N28408"	"116,6"	""	""
"CK.11550"	"N04407"	"371,36"	""	""
"CK.11550"	"M201.0021"	"73,2"	""	""
"CK.11550"	"M201.0020"	"5,4"	""	""
"CK.11550"	"M9999"	"10"	""	""
"CK.11560"	"V20066"	"55"	""	""
"CK.11560"	"V20296"	"30"	""	""
"CK.11560"	"V29999"	"15"	""	""
"CK.11560"	"N28408"	"158,43"	""	""
"CK.11560"	"N04407"	"505,92"	""	""
"CK.11560"	"M201.0021"	"101,85"	""	""
"CK.11560"	"M201.0020"	"5,85"	""	""
"CK.11560"	"M9999"	"10"	""	""
"CK.11610"	"V20066"	"15"	""	""
"CK.11610"	"V20296"	"16"	""	""
"CK.11610"	"V29999"	"15"	""	""
"CK.11610"	"N28408"	"33,1"	""	""
"CK.11610"	"N04407"	"91,7"	""	""
"CK.11610"	"M201.0021"	"11,7"	""	""
"CK.11610"	"M201.0020"	"1,4"	""	""
"CK.11610"	"M9999"	"10"	""	""
"CK.11620"	"V20066"	"25"	""	""
"CK.11620"	"V20296"	"16"	""	""
"CK.11620"	"V29999"	"15"	""	""
"CK.11620"	"N28408"	"43,4"	""	""
"CK.11620"	"N04407"	"127,9"	""	""
"CK.11620"	"M201.0021"	"20,4"	""	""
"CK.11620"	"M201.0020"	"1,8"	""	""
"CK.11620"	"M9999"	"10"	""	""
"CK.11630"	"V20066"	"35"	""	""
"CK.11630"	"V20296"	"20"	""	""
"CK.11630"	"V29999"	"15"	""	""
"CK.11630"	"N28408"	"60"	""	""
"CK.11630"	"N04407"	"176,1"	""	""
"CK.11630"	"M201.0021"	"27,4"	""	""
"CK.11630"	"M201.0020"	"2,9"	""	""
"CK.11630"	"M9999"	"10"	""	""
"CK.11640"	"V20066"	"40"	""	""
"CK.11640"	"V20296"	"20"	""	""
"CK.11640"	"V29999"	"15"	""	""
"CK.11640"	"N28408"	"79,5"	""	""
"CK.11640"	"N04407"	"242,1"	""	""
"CK.11640"	"M201.0021"	"42,5"	""	""
"CK.11640"	"M201.0020"	"3,6"	""	""
"CK.11640"	"M9999"	"10"	""	""
"CK.11650"	"V20066"	"50"	""	""
"CK.11650"	"V20296"	"30"	""	""
"CK.11650"	"V29999"	"15"	""	""
"CK.11650"	"N28408"	"110,8"	""	""
"CK.11650"	"N04407"	"343,9"	""	""
"CK.11650"	"M201.0021"	"63,3"	""	""
"CK.11650"	"M201.0020"	"5,4"	""	""
"CK.11650"	"M9999"	"10"	""	""
"CK.11660"	"V20066"	"55"	""	""
"CK.11660"	"V20296"	"30"	""	""
"CK.11660"	"V29999"	"15"	""	""
"CK.11660"	"N28408"	"150,9"	""	""
"CK.11660"	"N04407"	"480,7"	""	""
"CK.11660"	"M201.0021"	"96"	""	""
"CK.11660"	"M201.0020"	"5,9"	""	""
"CK.11840"	"V29999"	"15"	""	""
"CK.11840"	"N28408"	"40,57"	""	""
"CK.11840"	"N04407"	"116,71"	""	""
"CK.11840"	"M201.0021"	"16,74"	""	""
"CK.11840"	"M201.0020"	"2,16"	""	""
"CK.11840"	"M9999"	"10"	""	""
"CK.11850"	"V20066"	"18"	""	""
"CK.11850"	"V20296"	"4"	""	""
"CK.11850"	"V29999"	"15"	""	""
"CK.11850"	"N28408"	"57,02"	""	""
"CK.11850"	"N04407"	"168,33"	""	""
"CK.11850"	"M201.0021"	"25,86"	""	""
"CK.11850"	"M201.0020"	"3,6"	""	""
"CK.11850"	"M9999"	"10"	""	""
"CK.11860"	"V20066"	"21"	""	""
"CK.11860"	"V20296"	"4"	""	""
"CK.11860"	"V29999"	"15"	""	""
"CK.11860"	"N28408"	"79,58"	""	""
"CK.11860"	"N04407"	"237,11"	""	""
"CK.11860"	"M201.0021"	"39"	""	""
"CK.11860"	"M201.0020"	"3,6"	""	""
"CK.11860"	"M9999"	"10"	""	""
"CK.11910"	"V20066"	"8"	""	""
"CK.11910"	"V20296"	"1"	""	""
"CK.11910"	"V29999"	"15"	""	""
"CK.11910"	"N28408"	"9,04"	""	""
"CK.11910"	"N04407"	"24,79"	""	""
"CK.11910"	"M201.0021"	"3,04"	""	""
"CK.11910"	"M201.0020"	"0,36"	""	""
"CK.11910"	"M9999"	"10"	""	""
"CK.11920"	"V20066"	"10"	""	""
"CK.11920"	"V20296"	"1"	""	""
"CK.11920"	"V29999"	"15"	""	""
"CK.11920"	"N28408"	"12,05"	""	""
"CK.11920"	"N04407"	"32,81"	""	""
"CK.11920"	"M201.0021"	"4"	""	""
"CK.11920"	"M201.0020"	"0,36"	""	""
"CK.11920"	"M9999"	"10"	""	""
"CK.11930"	"V20066"	"13"	""	""
"CK.11930"	"V20296"	"2"	""	""
"CK.11930"	"V29999"	"15"	""	""
"CK.11930"	"N28408"	"15,07"	""	""
"CK.11930"	"N04407"	"40,62"	""	""
"CK.11930"	"M201.0021"	"4,54"	""	""
"CK.11930"	"M201.0020"	"0,63"	""	""
"CK.11930"	"M9999"	"10"	""	""
"CK.11940"	"V20066"	"15"	""	""
"CK.11940"	"V20296"	"2"	""	""
"CK.11940"	"V29999"	"15"	""	""
"CK.11940"	"N28408"	"21,09"	""	""
"CK.11940"	"N04407"	"57,67"	""	""
"CK.11940"	"M201.0021"	"7,08"	""	""
"CK.11940"	"M201.0020"	"0,72"	""	""
"CK.11940"	"M9999"	"10"	""	""
"CK.11950"	"V20066"	"21"	""	""
"CK.11950"	"V20296"	"3"	""	""
"CK.11950"	"V29999"	"15"	""	""
"CK.11950"	"N28408"	"28,5"	""	""
"CK.11950"	"N04407"	"80,36"	""	""
"CK.11950"	"M201.0021"	"11,1"	""	""
"CK.11950"	"M201.0020"	"1,08"	""	""
"CK.11950"	"M9999"	"10"	""	""
"CK.11960"	"V20066"	"21"	""	""
"CK.11960"	"V20296"	"3"	""	""
"CK.11960"	"V29999"	"15"	""	""
"CK.11960"	"N28408"	"39,05"	""	""
"CK.11960"	"N04407"	"113,21"	""	""
"CK.11960"	"M201.0021"	"17,16"	""	""
"CK.11960"	"M201.0020"	"1,62"	""	""
"CK.11960"	"M9999"	"10"	""	""
"CK.12010"	"V20066"	"8"	""	""
"CK.12010"	"V20296"	"1"	""	""
"CK.12010"	"V29999"	"15"	""	""
"CK.12010"	"N28408"	"8,56"	""	""
"CK.12010"	"N04407"	"23,36"	""	""
"CK.12150"	"V20066"	"10"	""	""
"CK.12150"	"V20296"	"1,5"	""	""
"CK.12150"	"V29999"	"15"	""	""
"CK.12150"	"N28408"	"10,82"	""	""
"CK.12150"	"N04407"	"30,79"	""	""
"CK.12150"	"M201.0021"	"4,38"	""	""
"CK.12150"	"M201.0020"	"0,42"	""	""
"CK.12150"	"M9999"	"10"	""	""
"CK.12160"	"V20066"	"10"	""	""
"CK.12160"	"V20296"	"1,5"	""	""
"CK.12160"	"V29999"	"15"	""	""
"CK.12160"	"N28408"	"15,02"	""	""
"CK.12160"	"N04407"	"43,68"	""	""
"CK.12160"	"M201.0021"	"6,69"	""	""
"CK.12160"	"M201.0020"	"0,63"	""	""
"CK.12160"	"M9999"	"10"	""	""
"CK.12210"	"V20066"	"5"	""	""
"CK.12210"	"V20296"	"0,8"	""	""
"CK.12210"	"V29999"	"15"	""	""
"CK.12210"	"N28408"	"3,74"	""	""
"CK.12210"	"N04407"	"9,99"	""	""
"CK.12210"	"M201.0021"	"1,79"	""	""
"CK.12210"	"M201.0020"	"0,16"	""	""
"CK.12210"	"M9999"	"10"	""	""
"CK.12220"	"V20066"	"5"	""	""
"CK.12220"	"V20296"	"0,8"	""	""
"CK.12220"	"V29999"	"15"	""	""
"CK.12220"	"N28408"	"4,56"	""	""
"CK.12220"	"N04407"	"12,13"	""	""
"CK.12220"	"M201.0021"	"2,14"	""	""
"CK.12220"	"M201.0020"	"0,17"	""	""
"CK.12220"	"M9999"	"10"	""	""
"CK.12230"	"V20066"	"8"	""	""
"CK.12230"	"V20296"	"1"	""	""
"CK.12230"	"V29999"	"15"	""	""
"CK.12230"	"N28408"	"6,1"	""	""
"CK.12230"	"N04407"	"15,97"	""	""
"CK.12230"	"M201.0021"	"2,55"	""	""
"CK.12230"	"M201.0020"	"0,26"	""	""
"CK.12230"	"M9999"	"10"	""	""
"CK.12240"	"V20066"	"8"	""	""
"CK.12240"	"V20296"	"1"	""	""
"CK.12240"	"V29999"	"15"	""	""
"CK.12240"	"N28408"	"8,36"	""	""
"CK.12240"	"N04407"	"22,12"	""	""
"CK.12240"	"M201.0021"	"3,81"	""	""
"CK.12240"	"M201.0020"	"0,3"	""	""
"CK.12240"	"M9999"	"10"	""	""
"CK.12250"	"V20066"	"10"	""	""
"CK.12250"	"V20296"	"1,5"	""	""
"CK.12250"	"V29999"	"15"	""	""
"CK.12250"	"N28408"	"11,69"	""	""
"CK.12250"	"N04407"	"31,17"	""	""
"CK.12250"	"M201.0021"	"5,59"	""	""
"CK.12250"	"M201.0020"	"0,42"	""	""
"CK.12250"	"M9999"	"10"	""	""
"CK.12260"	"V20066"	"10"	""	""
"CK.12260"	"V20296"	"1,5"	""	""
"CK.12260"	"V29999"	"15"	""	""
"CK.12260"	"N28408"	"16,48"	""	""
"CK.12260"	"N04407"	"44,57"	""	""
"CK.12260"	"M201.0021"	"8,49"	""	""
"CK.12260"	"M201.0020"	"0,63"	""	""
"CK.12260"	"M9999"	"10"	""	""
"CK.21110"	"V20066"	"6"	""	""
"CK.21110"	"V20296"	"2,2"	""	""
"CK.21110"	"V29999"	"15"	""	""
"CK.21110"	"N28408"	"2,71"	""	""
"CK.21110"	"N04407"	"7,2"	""	""
"CK.21110"	"M201.0022"	"0,71"	""	""
"CK.21110"	"M201.0020"	"0,1"	""	""
"CK.21110"	"M9999"	"10"	""	""
"CK.21120"	"V20066"	"6"	""	""
"CK.21120"	"V20296"	"2,2"	""	""
"CK.21120"	"V29999"	"15"	""	""
"CK.21610"	"M201.0022"	"7,99"	""	""
"CK.21610"	"M201.0020"	"1,35"	""	""
"CK.21610"	"M9999"	"10"	""	""
"CK.21620"	"V20066"	"25"	""	""
"CK.21620"	"V20296"	"1,6"	""	""
"CK.21620"	"V29999"	"15"	""	""
"CK.21620"	"N28408"	"41,58"	""	""
"CK.21620"	"N04407"	"117,64"	""	""
"CK.21620"	"M201.0022"	"13,95"	""	""
"CK.21620"	"M201.0020"	"1,8"	""	""
"CK.21620"	"M9999"	"10"	""	""
"CK.21710"	"V20066"	"8"	""	""
"CK.21710"	"V20296"	"1,5"	""	""
"CK.21710"	"V29999"	"15"	""	""
"CK.21710"	"N28408"	"13,81"	""	""
"CK.21710"	"N04407"	"38,46"	""	""
"CK.21710"	"M201.0022"	"3,88"	""	""
"CK.21710"	"M201.0020"	"0,9"	""	""
"CK.21710"	"M9999"	"10"	""	""
"CK.21720"	"V20066"	"10"	""	""
"CK.21720"	"V20296"	"1,5"	""	""
"CK.21720"	"V29999"	"15"	""	""
"CK.21720"	"N28408"	"19,17"	""	""
"CK.21720"	"N04407"	"53,11"	""	""
"CK.21720"	"M201.0022"	"5,01"	""	""
"CK.21720"	"M201.0020"	"1,08"	""	""
"CK.21720"	"M9999"	"10"	""	""
"CK.21810"	"V20066"	"8"	""	""
"CK.21810"	"V20296"	"1,5"	""	""
"CK.21810"	"V29999"	"15"	""	""
"CK.21810"	"N28408"	"13,51"	""	""
"CK.21810"	"N04407"	"36,32"	""	""
"CK.21810"	"M201.0022"	"3,74"	""	""
"CK.21810"	"M201.0020"	"0,9"	""	""
"CK.21810"	"M9999"	"10"	""	""
"CK.21820"	"V20066"	"10"	""	""
"CK.21820"	"V20296"	"1,5"	""	""
"CK.21820"	"V29999"	"15"	""	""
"CK.21820"	"N28408"	"18,43"	""	""
"CK.21820"	"N04407"	"49,97"	""	""
"CK.21820"	"M201.0022"	"4,99"	""	""
"CK.21820"	"M201.0020"	"1,08"	""	""
"CK.21820"	"M9999"	"10"	""	""
"CK.21910"	"V20066"	"8"	""	""
"CK.21910"	"V20296"	"1"	""	""
"CK.21910"	"V29999"	"15"	""	""
"CK.21910"	"N28408"	"7,93"	""	""
"CK.21910"	"N04407"	"21,92"	""	""
"CK.21910"	"M201.0022"	"2,08"	""	""
"CK.21910"	"M201.0020"	"0,36"	""	""
"CK.21910"	"M9999"	"10"	""	""
"CK.21920"	"V20066"	"10"	""	""
"CK.21920"	"V20296"	"1"	""	""
"CK.21920"	"V29999"	"15"	""	""
"CK.21920"	"N28408"	"10,47"	""	""
"CK.21920"	"N04407"	"28,87"	""	""
"CK.21920"	"M201.0022"	"2,73"	""	""
"CK.21920"	"M201.0020"	"0,41"	""	""
"CK.21920"	"M9999"	"10"	""	""
"CK.22010"	"V20066"	"5"	""	""
"CK.22010"	"V20296"	"1"	""	""
"CK.22010"	"V29999"	"15"	""	""
"CK.22010"	"N28408"	"7,34"	""	""
"CK.22010"	"N04407"	"19,37"	""	""
"CK.22010"	"M201.0022"	"1,9"	""	""
"CK.22010"	"M201.0020"	"0,36"	""	""
"CK.22010"	"M9999"	"10"	""	""
"CK.22020"	"V20066"	"5"	""	""
"CK.22020"	"V20296"	"1"	""	""
"CK.22020"	"V29999"	"15"	""	""
"CK.22020"	"N28408"	"9,15"	""	""
"CK.22020"	"N04407"	"24,17"	""	""
"CK.22020"	"M201.0022"	"2,48"	""	""
"CK.22020"	"M201.0020"	"0,41"	""	""
"CK.31210"	"V29999"	"10"	""	""
"CK.31210"	"N28408"	"3,65"	""	""
"CK.31210"	"N04407"	"9,05"	""	""
"CK.31210"	"M201.0021"	"0,65"	""	""
"CK.31210"	"M201.0020"	"0,08"	""	""
"CK.31210"	"M9999"	"10"	""	""
